PUPIL_NUMBER	SCHOOL	NOTE_DATE	REPLACE(REPLACE((SELECTEDP_CONV.NOTE_LONG_TO_VARCH(N.PUPIL_NUMBER,COALESCE(N.MOD_DATE,N.ENTRY_DATE))FROMDUAL),CHR(10)),CHR(13))
111444	199	1/25/2008	
111444	199	1/16/2008	
111444	199	11/6/2007	can't receive calls
111444	199	1/18/2008	fire/spoke w/mom....they need everything.  Trying to get him back in school Tuesday.
111444	199	2/4/2008	#unable to receive calls
111444	199	3/3/2008	missed bus
111444	199	1/22/2008	fire/
111444	199	1/9/2008	Dr.appt
111444	199	1/30/2008	n/a
111444	199	1/23/2008	getting apt. today/ i'll get bus info
111444	199	1/24/2008	home/moving/staying in new place hopefully tonight...Trent going to hi-school/to Cheerleaders open closet for pants
111445	197	11/13/2003	mom c/sicknote sent said she went to college w/mom for a nursing project...not sure why they said she was  sick?
111445	197	12/4/2003	l/m
111445	197	12/12/2003	rcvd note
111445	197	1/23/2004	mom c/home with cough
111445	197	1/29/2004	12:20 left
111445	197	1/30/2004	rcvd note/home sick
111445	197	2/27/2004	dad c/home
111445	197	3/30/2004	l/mparent c/pre-arranged absence excused
111445	197	6/2/2004	l/mchecked in late
111446	3227	9/19/2006	267.0326 disconnected
111446	3227	3/16/2007	late
111446	3227	2/26/2007	overslept
111446	3227	3/1/2007	1/2 day
111446	3227	12/13/2006	#disc.
111446	3227	2/12/2007	n/arcvd note ill
111446	3227	5/1/2008	dad c/having stomach/intestinal problems
111446	3227	6/2/2008	under weather/back Tues
111446	3227	5/2/2008	stomach
111446	3227	4/18/2008	left early dr.appt
111446	3227	3/31/2008	n/a
111446	3227	3/21/2008	not feeling good
111446	3227	4/29/2008	still sick
111446	3227	6/9/2008	l/m
111446	3227	6/13/2008	left lunch/
111446	3227	4/28/2008	left early ill
111446	3227	4/25/2008	sick
111446	3227	5/9/2008	
111446	3227	5/9/2008	
111446	3227	5/23/2008	l/m
111446	3227	1/25/2007	sickrcvd note
111446	3227	1/2/2007	sick
111446	3227	3/19/2007	missed bus w/b in late
111446	3227	6/12/2007	ill
111446	3227	10/17/2007	left early for dr.appt
111446	3227	4/11/2007	1)excessive mischief2)rude/discourteous/annoying3)unacceptable language4)Shawn got pushed on the bus, instead of telling me the driver, he told the student 'screw you & to F off'.  I saw it all and heard it.  The F word not good vocabulary.  For your son this is a problem.  Next citation, h/w/b off until a hearing.
111446	3227	4/4/2007	1)excessive mischief2)rude/discourteous3)unacceptable language4)student flipped other student off w/getting off bus
111446	3227	5/22/2007	sickrcvd note ill
111446	3227	1/9/2008	
111446	3227	1/9/2008	
111446	3227	12/12/2007	still ill
111446	3227	2/25/2008	sick
111446	3227	2/15/2008	has flu bug
111446	3227	1/11/2008	l/m
111446	3227	12/7/2007	
111446	3227	12/7/2007	
111446	3227	12/13/2007	n/a
111446	3227	11/19/2007	sick
111446	3227	12/10/2007	parent pu / home ill
111446	3227	12/11/2007	still ill
111249	290	9/29/2003	mom c/sick
111249	290	1/6/2004	male - he's finercvd note
111249	290	12/1/2003	home @ 1:22
111249	290	1/29/2004	late
111249	290	2/3/2004	l/m
111249	290	3/29/2004	l/m
111249	290	4/13/2004	late
111249	290	4/11/2004	1)unacceptable language2)Kyle and Justin were talking aout blow jobs, doing kids mothers, brothers, Archie and talking about cumming, and giving back cum.
111249	290	4/8/2004	missed bus/dad hurt back yesterday @ work and will be bringing them late
111249	290	4/19/2004	l/m
111250	199	9/29/2003	n/a
111250	199	9/30/2003	n/a
111250	199	11/12/2003	late/8:17
111250	199	10/30/2003	late/8:18
111250	199	10/31/2003	headache/dizzy still-left school early yesterday
111250	199	11/24/2003	
111250	199	11/24/2003	
111250	199	1/5/2004	
111250	199	1/5/2004	
111250	199	1/5/2004	
111250	199	12/11/2003	out 12:00
111250	199	1/5/2004	
111250	199	2/4/2004	sore throatnote rcvd
111250	199	1/5/2004	
111250	199	1/27/2004	sore throat
111250	199	3/15/2004	n/arcvd note
111250	199	4/6/2004	
111250	199	4/6/2004	
111250	199	4/6/2004	
111250	199	4/6/2004	
111250	199	4/26/2004	sick
111250	199	6/2/2004	left early
111250	199	4/23/2004	headache
111250	199	4/28/2004	15.5 abs ltr
111250	199	1/27/2005	
111250	199	1/14/2005	n/arcvd note
111250	199	2/16/2005	respiratory ....
111250	199	10/19/2004	left early
111250	199	1/27/2005	
111250	199	11/24/2004	late - car accident ahead of them
111250	199	1/27/2005	
111250	199	11/8/2004	respitory infection plus throwing up
111250	199	11/5/2004	24 hour bugrcvd note
111250	199	11/9/2004	still sick
111250	199	3/8/2005	
111250	199	3/8/2005	
111250	199	5/5/2005	late
111251	290	2/6/2004	spoke w/mom-she is better today-worse cold she's ever had.  Mom is sure s/w/b/bak on Monday
111251	290	10/28/2003	MOM C/TEMP
111251	290	2/19/2004	
111251	290	2/19/2004	
111251	290	2/19/2004	
111251	290	2/19/2004	
111251	290	2/19/2004	
111251	290	5/24/2004	dad c/Jessica home sick
111251	290	5/20/2004	mom c/home sick
111251	290	9/29/2004	
111251	290	9/29/2004	
111251	290	5/7/2004	called home/student sicknote rcvd
111251	290	5/19/2004	
111251	290	5/19/2004	
111251	290	11/19/2004	l/m
111251	290	12/17/2004	home because of holiday parties
111251	290	12/8/2004	dad c/Jessica sickrcvd note
111251	290	2/10/2005	dad c/Jessica still ill
111251	290	2/7/2005	parent c/Jessica home ill
111251	290	2/9/2005	dad c/Jessica still ill-w/pu homework end of day...emailed teacher-ok w/teacher
111251	290	3/15/2005	late
111251	290	2/8/2005	parent c/Jessica ill
111251	290	5/17/2005	late
111251	290	5/25/2005	going home w/fever
111251	290	3/5/2007	called home. left msg.
111251	290	3/19/2007	parent called.  sick
111252	290	11/13/2003	mom c/sick
111252	290	10/13/2003	left/11:30
111252	290	12/8/2003	dad called/home w/fever
111252	290	2/5/2004	
111252	290	2/4/2004	
111252	290	2/4/2004	
111252	290	2/5/2004	
111252	290	2/23/2004	mom having follow up appt for heart surgery-snt note daughter w/b out of school mon.
111252	290	4/7/2004	left early
111252	290	4/13/2004	left early
111252	290	4/22/2004	left early
111252	290	4/23/2004	dad c/Rachel home sickrcvd note
111252	290	1/6/2005	dad c/home sick
111252	290	1/20/2005	Dad c/Rachel ill
111252	290	9/22/2004	ex.
111252	290	3/3/2005	mom c/Rachel sick
111252	290	4/25/2005	parent c/home ill
111252	290	2/18/2005	left early
111252	290	5/31/2005	left early
111252	290	5/27/2005	dad c/she's ill
111252	290	5/16/2005	mom c/Rachell ill
111252	290	6/2/2005	Last day yesterday
111252	290	3/8/2007	parent called. sick
111252	290	3/19/2009	On this date, I called the res and left a message for parents to call me back.  Rachel's attendance is at 80%.
111253	290	10/6/2003	late 8:17
111253	290	11/6/2003	still sick
111253	290	11/18/2003	late/8:21
111253	290	11/19/2003	note sent
111253	290	11/20/2003	note sent
111253	290	9/15/2003	late/8:16
111253	290	11/5/2003	mom c/sick
111253	290	10/1/2003	left/1:05
111253	290	12/15/2003	
111253	290	12/15/2003	
111253	290	12/15/2003	
111253	290	1/23/2004	late
111253	290	1/7/2004	late
111253	290	1/5/2004	late/8:16
111253	290	1/8/2004	late
111253	290	1/16/2004	late
111253	290	1/27/2004	late
111253	290	3/3/2004	late
111253	290	2/4/2004	l/mrcvd note
111253	290	2/18/2004	late
111253	290	3/15/2004	late
111253	290	3/1/2004	late
111253	290	5/27/2004	late
111253	290	10/12/2004	late @ 8:19
111253	290	10/14/2004	late @ 8:20
111253	290	5/10/2004	Disneyland all week
111253	290	5/11/2004	Disneyland
111253	290	5/12/2004	Disneyland
111253	290	5/13/2004	Disneyland
111253	290	5/20/2004	Disneylandrcvd note 5/20 regarding Disneyland trip
111253	290	6/9/2004	late
111253	290	4/7/2004	LTR SNT 4/8 - 14 TARDYS
111253	290	6/2/2004	late
111253	290	12/6/2004	late @ 8:15
111253	290	12/10/2004	late
111253	290	10/20/2004	mom cb - home sickrcvd note/home w/fever & stomach problems.
111253	290	10/25/2004	late 8:16
111253	290	1/7/2005	late
111253	290	11/5/2004	late
111253	290	1/20/2005	late
111253	290	11/8/2004	late
111253	290	1/11/2005	late
111253	290	1/24/2005	late
111253	290	11/17/2004	sickrcvd note
111253	290	1/3/2005	late
111253	290	3/1/2005	
111253	290	2/4/2005	late
111253	290	3/1/2005	
111253	290	3/3/2005	late
111253	290	4/5/2005	late
111253	290	2/7/2005	late-mom c/wondering what w/used to set our clocks to?  She can't seem 2/get student here on time
111253	290	3/4/2005	left early
111253	290	4/7/2005	late
111253	290	3/1/2005	
111253	290	6/1/2005	late
111254	3227	1/29/2004	left @ 2:15
111254	3227	2/18/2004	
111254	3227	2/18/2004	
111254	3227	4/8/2004	bad coldrcvd note
111254	3227	9/20/2004	left early
111254	3227	9/22/2004	
111254	3227	10/1/2004	l/m
111254	3227	12/8/2004	n/a
111254	3227	3/16/2005	late
111254	3227	2/7/2005	290-6926 no/longer in service
111254	3227	4/8/2005	no #-called grandm 267.5550-Donna/no ideacalled grandp267.3597 n/a
111254	3227	4/7/2005	no #
111254	3227	2/18/2005	no #
111254	3227	3/14/2005	late
111254	3227	3/19/2007	attempted to call home.  disconnect
111255	290	10/3/2003	late/8:56
111255	290	5/11/2004	left early/dentist
111255	290	5/17/2004	dental appt
111255	290	9/15/2004	left 2:20
111255	290	5/6/2004	left early
111255	290	10/6/2004	left early
111255	290	4/21/2005	late/apt.
111255	290	4/11/2005	left early
111255	290	4/6/2005	having ultra sound on heart/on last ekg irregular heart beat-w/check in later
111255	290	5/6/2005	l/mlate/dentist
111255	290	4/12/2005	sick
111255	290	3/28/2005	left early possible stiches from pe
111255	290	3/14/2007	called home. spoke to mom.  home sick yesterday and today
111166	290	9/8/2006	rcvd note ill
111166	290	9/18/2006	l/mparent c/ill
111166	290	11/27/2006	l/m
111166	290	11/2/2006	parent c/ill
111166	290	11/29/2006	left early
111166	290	3/15/2007	l/m
111166	290	1/31/2007	@ dad's sick
111166	290	1/5/2007	l/m
111166	290	3/14/2007	still ill
111166	290	2/13/2007	parent c/ill
111166	290	12/6/2006	parent c/ill
111166	290	2/1/2007	late dental appt
111166	290	3/13/2007	parent c/ill
111166	290	2/23/2007	parent c/
111166	290	5/1/2008	late
111166	290	4/23/2008	mom c/home ill
111166	290	3/13/2008	still sick
111166	290	3/11/2008	still sick
111166	290	3/12/2008	mom c/flu
111166	290	6/11/2008	fax
111166	290	6/9/2008	mom cb/home w/fever
111166	290	5/15/2008	alarm prob
111166	290	4/15/2008	late/mom overslept
111166	290	6/12/2008	fax on
111166	290	5/9/2008	funeral?
111166	290	5/8/2008	@ g'pa's funeral
111166	290	2/22/2007	parent c/ill
111166	290	3/19/2007	
111166	290	3/19/2007	
111166	290	3/20/2007	checked in late/has been ill
111166	290	2/27/2007	left early with neck hurting
111166	290	1/22/2007	parent c/ill
111166	290	5/7/2007	parent c
111166	290	10/2/2007	late
111166	290	10/16/2007	parent c/all sick - however, sister said they all slept in until 2:00 as mom had a double shift.
111166	290	9/26/2007	l/mmom c/b sick
111166	290	9/27/2007	mom c/Jacob broke both wrists last night/w/b in casts 12 weeks...w/talk 2/Bryant re: what 2/do
111166	290	1/8/2008	overslept
111166	290	11/29/2007	sick
111166	290	10/9/2007	l/m
111166	290	10/8/2007	sick per parent
111166	290	1/30/2008	left early mom had appt
111166	290	2/26/2008	parent c/still out
111166	290	2/25/2008	left early w/rash
111166	290	11/26/2007	parent c/
111166	290	2/12/2008	10.5 abs
111166	290	1/25/2008	
111166	290	1/14/2008	1st c/mom kids w/dad...she gave me his cell #per dad-kids said no school today...may try to bring in....
111166	290	11/14/2007	left early
111166	290	11/15/2007	mom c/fever-sick
111166	290	10/30/2007	mom c/ill
111166	290	1/23/2008	overslept
111166	290	1/25/2008	
111166	290	3/10/2008	mom c/home sick
111166	290	12/13/2007	1)violation of safety procedures2)punching/shoving
111167	290	9/4/2008	left early counseling
111167	290	5/15/2008	late/@counseling
111167	290	5/1/2008	left early translink 4/appt
111167	290	6/5/2008	
111167	290	4/10/2008	left early
111167	290	9/12/2008	left early Pathfinders
111167	290	9/15/2008	n/a
111167	290	3/13/2008	8:30 cab pu for appt/returned 10:00
111167	290	5/28/2008	left early counseling appt
111167	290	6/13/2008	left early
111167	290	9/16/2008	n/acalled cell/sick
111167	290	6/5/2008	
111167	290	4/2/2008	left early appt
111167	290	3/20/2008	left/returned for appt
111167	290	4/24/2008	left early for appt
111167	290	4/17/2008	left for appt (counseling)
111167	290	5/9/2008	lateleft for appt/returned
111167	290	5/22/2008	left 4/counseling appt/returned
111167	290	1/10/2008	dad c/dental appts
111167	290	9/18/2008	left early appt
111167	290	9/11/2008	left early ill
111167	290	2/19/2008	left early counseling appt
111167	290	2/25/2008	missed bus
111167	290	2/22/2008	home w/flu
111167	290	9/23/2008	left early with pathfinder youth leader
111167	290	11/18/2008	left early
111167	290	11/19/2008	left early appt
111167	290	11/20/2008	left early issues
111167	290	9/24/2008	left early counseling
111167	290	10/23/2008	
111167	290	10/23/2008	
111167	290	2/3/2009	sick
111167	290	11/7/2008	left early with Pathfinder counselor per step mom's call this am
111167	290	10/17/2008	left early appt
111167	290	10/13/2008	n/alate/appt
111167	290	12/4/2008	left for appt/returned
111167	290	1/29/2009	left early dr.appt
111167	290	11/5/2008	left early appt
111167	290	1/16/2009	left early with Pathfinders for camp out
111167	290	2/25/2009	left ealry appt
111167	290	10/8/2008	parent c/ill
111167	290	10/9/2008	rcvd call - dental appt
111167	290	2/13/2009	spoke w/dad-she's home
111167	290	11/14/2008	fighting....
111167	290	10/28/2008	left early dr.appt
111167	290	1/28/2009	left early appt / yellow cab
111167	290	1/6/2009	left early dr.appt
111167	290	1/7/2009	left early appt
111167	290	2/18/2009	left early appt
111167	290	9/30/2008	Tiffany w/ ride SWOYA bus Tuesdays per dad
111167	290	2/2/2009	sent home/physical injury to herself.
111167	290	3/18/2009	Camping with church
111170	3227	4/8/2004	
111170	3227	4/21/2004	
111170	3227	4/23/2004	
111170	3227	6/4/2008	jameed thum-walked home per mom
111170	3227	3/18/2008	still sick
111170	3227	9/17/2008	left early dr.appt
111170	3227	3/17/2008	left early ill
111170	3227	5/16/2008	n/a
111170	3227	5/12/2008	lice
111170	3227	12/14/2007	ill
111170	3227	9/18/2008	l/m
111170	3227	12/12/2007	still ill
111170	3227	2/15/2008	not able 2/leave mess
111170	3227	11/15/2007	
111170	3227	11/15/2007	
111170	3227	12/13/2007	still sick
111170	3227	2/1/2008	left early ill - mom gave permission to walk home
111170	3227	12/11/2007	l/m-req.cb from mommom cb/home ill
111170	3227	11/19/2008	left early ill
111170	3227	12/8/2008	
111170	3227	12/8/2008	
111170	3227	10/31/2008	n/a
111170	3227	10/30/2008	n/a
111170	3227	11/7/2008	left early dr.apptrcvd note
111170	3227	10/21/2008	overslept
111170	3227	1/26/2009	late
111170	3227	12/12/2008	rolled her  ankle in pe...left early/swollen/painful
111170	3227	12/1/2008	sick
111170	3227	1/7/2009	overslept
111170	3227	10/29/2008	l/m
111170	3227	2/25/2009	left early ill
111170	3227	10/28/2008	l/m
111170	3227	1/22/2009	@ dad's in NB
111171	197	3/31/2008	per teacher James supposedly moved#changed-he is in Reno signing up as we speak
111171	197	3/18/2008	getting IMM today w/b in late
111171	197	9/23/2008	parent c/illrcvd note
111171	197	2/3/2009	parent c/throwing up
111171	197	10/22/2007	planned/hunting trip
111171	197	2/19/2008	parent c/home ill
111171	197	10/23/2007	planned
111171	197	10/25/2007	planned
111171	197	10/26/2007	planned
111171	197	10/19/2007	parent c
111171	197	2/15/2008	l/m
111171	197	11/16/2007	family issues last night and they have several appt. today
111171	197	11/19/2008	
111171	197	12/18/2008	n/a
111171	197	11/19/2008	
111171	197	1/28/2009	l/m
111171	197	3/5/2009	n/a
111447	290	9/15/2005	Rcvd note not feeling well
111447	290	3/20/2006	parent c/ill
111447	290	3/21/2006	parent c/ill
111447	290	4/28/2006	left early
111447	290	10/31/2006	left early
111447	290	10/24/2006	left early
111447	290	11/13/2006	left early ill
111447	290	10/11/2006	left early
111447	290	4/3/2007	parent c/ill
111447	290	1/30/2007	parent c/ill
111447	290	5/9/2007	left early Disneyland
111447	290	5/10/2007	Disneyland
111448	197	9/11/2006	1st ex
111448	197	10/26/2005	appt.
111448	197	10/18/2005	supposed to be w/dadmom cb embarrassed as son is in bed.  dad dropped him off very early, she got other child up and off to school not realizing son home.  She has him in shower & w/bring him soon
111448	197	10/21/2005	sick-pink eye
111448	197	10/20/2005	
111448	197	10/20/2005	
111448	197	10/10/2005	late
111448	197	2/24/2006	266.7112 disconnected
111448	197	2/13/2006	left early
111448	197	5/23/2006	late
111448	197	5/15/2006	sub c/
111448	197	4/25/2006	left early 4/appt
111448	197	6/12/2006	late
111448	197	5/5/2006	#disconnected 266.7112
111448	197	4/4/2006	overslept
111448	197	11/28/2006	
111448	197	11/7/2006	late
111448	197	11/21/2006	late
111448	197	10/20/2006	left early going out of town
111448	197	11/28/2006	
111448	197	10/17/2006	late
111448	197	11/3/2006	late
111448	197	10/31/2006	left early
111448	197	10/16/2006	
111448	197	10/16/2006	
111448	197	11/14/2006	late
111448	197	6/15/2006	late
111448	197	11/1/2006	late
111448	197	11/6/2006	late
111448	197	10/23/2006	late
111448	197	3/19/2007	14 tardys ytd
111448	197	3/5/2007	late
111448	197	12/4/2006	overslept
111448	197	1/31/2007	late
111448	197	12/8/2006	left early 4/dental appt
111448	197	4/12/2007	late
111448	197	1/26/2007	left early
111448	197	1/24/2007	
111448	197	3/16/2007	left early
111448	197	2/6/2007	sick
111448	197	1/24/2007	
111448	197	2/28/2007	left early dental appt
111448	197	5/30/2007	late
111448	197	4/26/2007	late
111448	197	6/12/2007	
111448	197	6/12/2007	
111448	197	6/7/2007	late
111448	197	5/29/2007	@ dad's for weekend/mom w/cb-mom cb they are still camping
111449	10153	12/7/2006	parent c/from CA - h/may be back w/dad & back in school Tues.  Relayed info 2/Mr.Edgar, h/w/send packet anyway.
111449	10153	12/5/2006	in CA
111449	10153	11/6/2006	parent c/said student home/w b/back tomorrow
111449	10153	12/11/2006	parent c/may return from CA Tues.
111449	10153	12/12/2006	in CA
111449	10153	12/4/2006	n/amom cb-just found out this weekend her mother terminal, they went to CA . rq. homework to be pu b/dad-emailed mr.edgar
111449	10153	2/13/2007	late/dental
111449	10153	12/6/2006	l/m @ cell re: Mr.Edgard req.4/address so h/can send homework
111449	10153	12/8/2006	mom c/maybe back Tues.
111449	10153	6/2/2008	late
111449	10153	3/13/2008	late/dental
111449	10153	4/4/2008	late
111449	10153	3/13/2007	left early
111449	10153	4/12/2007	trip
111449	10153	4/10/2007	trip
111449	10153	4/11/2007	trip
111449	10153	2/5/2007	parent c/ill
111449	10153	2/6/2007	parent c/ill
111449	10153	4/9/2007	on trip all week
111449	10153	3/7/2007	parent c/ill
111449	10153	4/26/2007	late/missed bus
111449	10153	5/7/2007	left early appt
111449	10153	5/21/2007	supposed to be back today
111449	10153	5/16/2007	g/ma funeral
111449	10153	4/16/2007	trip
111449	10153	5/14/2007	going 2/g'ma's funeral CA
111449	10153	5/15/2007	g'ma's funeral
111449	10153	5/18/2007	still out
111449	10153	10/29/2007	late
111449	10153	10/30/2007	n/alate/dental appt
111450	290	9/14/2006	left early ill
111450	290	9/26/2005	parent c/ill
111450	290	9/21/2005	W/b/leaving @ 1:00 for CAT scan.  Mom w/pu @ 12:40
111450	290	11/3/2005	ill
111450	290	11/21/2005	dad came from Idaho to check her out next two days
111450	290	11/22/2005	In Idaho w/dad this week
111450	290	11/23/2005	In Idaho w/dad this week
111450	290	12/13/2005	
111450	290	9/27/2005	parent c/ill
111450	290	11/2/2005	left early ill
111450	290	9/16/2005	left early
111450	290	2/6/2006	leaving early ill 9:55
111450	290	1/24/2006	poa ltr snt
111450	290	2/24/2006	l/m
111450	290	12/12/2005	parent c/ill
111450	290	12/13/2005	
111450	290	2/27/2006	l/mmom cb they just returned from Dr. still has 100 fever was 103 all weekend.  hopefully tomorrow
111450	290	2/3/2006	
111450	290	2/7/2006	home illcame in @ 12:00 feeling better
111450	290	11/29/2005	
111450	290	2/10/2006	going out of town
111450	290	11/29/2005	
111450	290	11/29/2005	
111450	290	1/13/2006	left early
111450	290	2/3/2006	
111450	290	2/16/2006	running late
111450	290	6/8/2006	late
111450	290	4/20/2006	late
111450	290	5/19/2006	late
111450	290	5/17/2006	late
111450	290	5/22/2006	late
111450	290	6/12/2006	late
111450	290	6/2/2006	late
111450	290	3/17/2006	late
111450	290	5/10/2006	late
111450	290	2/17/2006	13.5 abs
111450	290	3/3/2006	left early
111450	290	5/5/2006	left early
111450	290	5/18/2006	l/mpre-op appt.
111450	290	5/25/2006	surgery
111450	290	5/26/2006	recouperating/surgery(sinus)
111450	290	5/24/2006	late
111450	290	10/19/2006	parent notified me/ill
111450	290	12/11/2006	left early 4/dr.appt
111450	290	11/13/2006	not feeling well in am
111450	290	6/1/2006	
111450	290	11/22/2006	left early
111450	290	6/7/2006	left early 4/Dr.appt
111450	290	6/15/2006	lateleft early
111450	290	6/1/2006	
111450	290	10/23/2006	came / she & mom went home ill b4 school
111450	290	11/17/2006	left early
111450	290	4/3/2007	parent c/ill
111450	290	4/12/2007	late
111450	290	1/26/2007	left early
111450	290	1/29/2007	paren emailed home ill
111450	290	3/23/2007	left early for IDaho
111450	290	1/30/2007	mom c/ill
111450	290	4/9/2007	parent emailed home ill
111450	290	3/5/2007	left early ill
111450	290	3/6/2007	parent c/ill
111450	290	3/7/2007	m/c daughter very sick
111450	290	4/16/2007	ltr snt
111450	290	6/6/2007	late
111452	290	11/20/2006	left early appt
111452	290	2/14/2007	left early dr.appt
111452	290	6/5/2008	sick
111452	290	3/22/2007	sick
111452	290	3/21/2007	left ill
111452	290	3/23/2007	parent notified us
111452	290	1/10/2007	left early dentist
111452	290	3/2/2007	left early dental apt
111452	290	6/1/2007	still stick
111452	290	5/31/2007	left early
111452	290	9/27/2007	left early
111452	290	5/30/2007	left early
111452	290	4/19/2007	left early
111452	290	4/25/2007	left early ill
111452	290	4/26/2007	left early
111452	290	9/18/2007	school function
111452	290	10/10/2007	left early
111452	290	10/26/2007	out of town
111452	290	11/5/2007	left/returned dr.appt
111452	290	10/4/2007	left early
111452	290	10/19/2007	left early ill
111452	290	2/28/2008	left early dr.appt
111452	290	1/25/2008	ear problem
111452	290	2/4/2008	left early
111452	290	3/11/2008	late/overslept
111452	290	1/22/2008	left early ill
111452	290	3/6/2008	left early dr.appt
111452	290	1/24/2008	ear ache
111453	290	11/22/2006	n/arcvd note ill
111453	290	10/27/2006	n/a
111453	290	9/28/2006	n/a
111453	290	6/5/2008	n/a
111453	290	9/17/2007	n/a
111453	290	1/7/2008	n/a
111453	290	2/5/2008	n/a
111453	290	2/11/2008	n/arcvd note for previous 3 days sick w/flu
111453	290	2/7/2008	n/a
111453	290	11/2/2007	n/a
111454	290	11/9/2005	l/mcalled cell-n/arcvd note
111454	290	3/17/2006	
111454	290	5/22/2006	l/mcame in late/dental appt
111454	290	5/9/2006	sickrcvd note ill
111454	290	3/17/2006	
111454	290	4/27/2006	left early
111454	290	11/20/2006	in Portland w/parents per 18 yr.sister.
111454	290	11/13/2006	
111454	290	11/13/2006	
111454	290	3/13/2007	l/mrcvd note ill
111454	290	1/19/2007	269.7408 disconnected
111454	290	1/22/2007	#disconnectedMrs. Gerritsen said student informed her Thursday  they were moving to Klamath Falls....
111454	290	1/24/2007	moving
111454	290	1/23/2007	parent c/moving to Klamath Falls.  W/b back for a couple of days to say goodbye, Friday last day
111455	199	10/23/2003	Jason had counseling appt this am. Also got nu ph#
111455	199	10/20/2003	Jason did not actuall enroll until the 8th.
111455	199	10/13/2003	late/appt 10:15
111455	199	11/7/2003	suspended
111455	199	9/2/2003	ex
111455	199	1/23/2004	informed parents
111455	199	9/17/2003	l/m
111455	199	10/15/2003	left/2:25
111455	199	12/2/2003	went home for time out
111455	199	11/25/2003	counselor appt 1:16
111455	199	11/13/2003	home@12:15
111455	199	11/12/2003	home @ 2;00
111455	199	10/9/2003	sick
111455	199	10/6/2003	left/9:45
111455	199	9/19/2003	out/10:30
111455	199	9/24/2003	left/1:25
111455	199	12/12/2003	appt.10:50
111455	199	1/22/2004	left 1:35
111455	199	1/6/2004	out @ 2:30
111455	199	2/13/2004	kicked off bus/no time to run him around
111455	199	2/5/2004	1)VIOLATION OF RULES2)EXCESSIVE MISCHIEF3)RUDE4)TOSSING PAPER ALL OVER BUS, TOLD TO STAY SEATED, ACTING OUT, WOULD NOT LISTEN, ASK OVER AND OVER
111455	199	2/27/2004	left early
111455	199	3/4/2004	late-walking 2/school.  staying w/someone while dad's away
111455	199	1/30/2004	left early
111455	199	2/23/2004	left early
111455	199	3/1/2004	Rose Slevoigh-hm #269.7226, wrk #756.2020 xt.537Address: 1545 Pennsylvania AVE.  Jason is staying at her home this week, as father is in jail.Sent Richard email with above info, requesting he send a note to bus driver to pick Jason up at this addressTues thru Friday week of March 1st.
111455	199	3/18/2004	Went 2/Eugene got home late-w/b here Friday
111455	199	5/28/2004	
111455	199	5/3/2004	l/m
111455	199	6/1/2004	@ shelter?
111455	199	4/30/2004	Dr.appt.
111455	199	5/19/2004	left early
111455	199	5/6/2004	Dad said he's just not his self, does have strep, is on med's, but still having behavior problems.  Said he was in school last Thursday.  I spoke w/Mrs. Rossback, she said he was here but didn't do anything.  I told dad that he was able to come back to school after being on antiboctics 4/24 hrs....I'm going to refer to nurse
111455	199	5/14/2004	incident-had 2/go home
111455	199	10/28/2004	l/m
111455	199	5/25/2004	sent him home in taxi-out of control
111455	199	5/26/2004	l/m
111455	199	5/5/2004	strep throat
111455	199	5/24/2004	left early
111455	199	4/26/2004	citation off bus 3 days/no way 2/get him to school
111455	199	9/23/2004	left @ 1:35
111455	199	4/16/2004	Dr.appt.
111455	199	4/2/2004	1)JASON WAS PROMOTING & ENCOURAGING FOUL & VULGAR LANGUAGE.  HE SEEMS TO THINK HE CAN ARGUE WITH AUTHORITY FIGURES WHEN THEY CORRECT HIM FOR INAPPROPRIATE BEHAVIOR.
111455	199	4/9/2004	Jason borrowed a pen from me while in ISS.  However, he threw up twice-when custodian was 'cleaning up',there was ink splattered on everything: floor, wall, desk, bathroom door, bathroom walls, floors, sink.  This is permanent ink....
111455	199	5/4/2004	l/m
111455	199	6/2/2004	
111455	199	6/2/2004	
111455	199	6/4/2004	Boys ranch
111455	199	5/18/2004	left early
111455	199	4/27/2004	off bus/no way 2/school
111455	199	4/28/2004	off bus/no way 2/school
111455	199	5/28/2004	
111455	199	12/6/2004	checked in late
111455	199	11/29/2004	l/mcounseling appt
111455	199	1/7/2005	l/mlate 1014 appt.
111455	199	12/1/2004	Dr.appt.
111455	199	12/16/2004	late / appt
111455	199	1/21/2005	left early
111455	199	1/24/2005	l/m
111455	199	11/24/2004	Dr. appt.
111455	199	11/10/2004	Dave Laird to call
111455	199	11/17/2004	left early
111455	199	4/21/2005	fever
111455	199	4/19/2005	left early
111455	199	5/3/2005	left early/am-having bad day
111455	199	3/9/2005	Jason kicked off bus 4/two days
111455	199	5/5/2005	emotional prob.
111455	199	5/6/2005	l/m
111455	199	3/10/2005	Kicked off bus
111455	199	5/9/2005	dad says w/b back Tuesday
111455	199	5/20/2005	left early
111455	199	5/26/2005	left early/suspended?
111455	199	5/27/2005	1 day
111455	199	5/12/2005	1 day
111455	199	5/24/2005	kicked off bus
111455	199	5/19/2005	kicked off until 26th-dad trying to get gas vouchers
111455	199	3/2/2007	attempted to call both phone numbers.  Both are wrong ph numbers.  No Jason Fries at either one.
111455	199	5/15/2007	called home left msg
110708	290	10/24/2003	left/12:30
110708	290	12/5/2003	rcvd nte-Garrett leaving @ 12:00 4/appt
